season,current_week,date,game_type,week_num,away_team_id,away_team_name,home_team_id,home_team_name,away_team_score,home_team_score,is_overtime_game,attendance,game_id
2014,Week 1,2014-03-14,REG,1,66,New Orleans VooDoo,12,Tampa Bay Storm,57,62,False,10370,5241
2014,Week 1,2014-03-15,REG,1,131,Cleveland Gladiators,214,Pittsburgh Power,63,53,False,7742,5268
2014,Week 1,2014-03-15,REG,1,219,Los Angeles KISS,218,San Antonio Talons,41,38,False,8269,5259
2014,Week 1,2014-03-15,REG,1,99,Philadelphia Soul,21,Arizona Rattlers,55,62,True,9493,5277
2014,Week 1,2014-03-15,REG,1,145,Iowa Barnstormers,149,Spokane Shock,35,64,False,10224,5286
2014,Week 1,2014-03-16,REG,1,139,Jacksonville Sharks,13,Orlando Predators,47,49,False,4893,5250
2014,Week 1,2014-03-17,REG,1,25,San Jose SaberCats,220,Portland Thunder,64,34,False,8509,5295
2014,Week 2,2014-03-21,REG,2,219,Los Angeles KISS,13,Orlando Predators,63,69,True,5312,5251
2014,Week 2,2014-03-21,REG,2,12,Tampa Bay Storm,218,San Antonio Talons,48,45,False,5981,5260
2014,Week 2,2014-03-23,REG,2,149,Spokane Shock,21,Arizona Rattlers,49,68,False,7128,5278
2014,Week 2,2014-03-23,REG,2,99,Philadelphia Soul,25,San Jose SaberCats,33,70,False,10721,5304
2014,Week 2,2014-03-24,REG,2,145,Iowa Barnstormers,220,Portland Thunder,40,36,False,6521,5296
2014,Week 3,2014-03-29,REG,3,25,San Jose SaberCats,214,Pittsburgh Power,47,48,False,4309,5269
2014,Week 3,2014-03-29,REG,3,13,Orlando Predators,12,Tampa Bay Storm,56,52,False,10896,5242
2014,Week 3,2014-03-29,REG,3,218,San Antonio Talons,139,Jacksonville Sharks,22,63,False,10144,5313
2014,Week 3,2014-03-29,REG,3,131,Cleveland Gladiators,66,New Orleans VooDoo,37,26,False,5695,5322
2014,Week 4,2014-04-03,REG,4,13,Orlando Predators,66,New Orleans VooDoo,55,62,False,4740,5323
2014,Week 4,2014-04-04,REG,4,99,Philadelphia Soul,12,Tampa Bay Storm,49,63,False,11102,5243
2014,Week 4,2014-04-04,REG,4,145,Iowa Barnstormers,131,Cleveland Gladiators,47,54,False,10255,5331
2014,Week 4,2014-04-04,REG,4,214,Pittsburgh Power,218,San Antonio Talons,70,17,False,4112,5261
2014,Week 4,2014-04-04,REG,4,149,Spokane Shock,25,San Jose SaberCats,73,62,False,7215,5305
2014,Week 4,2014-04-05,REG,4,139,Jacksonville Sharks,21,Arizona Rattlers,38,63,False,8586,5279
2014,Week 4,2014-04-05,REG,4,220,Portland Thunder,219,Los Angeles KISS,34,44,False,12045,5340
2014,Week 5,2014-04-10,REG,5,99,Philadelphia Soul,13,Orlando Predators,69,56,False,4756,5252
2014,Week 5,2014-04-11,REG,5,66,New Orleans VooDoo,214,Pittsburgh Power,14,56,False,5224,5270
2014,Week 5,2014-04-11,REG,5,12,Tampa Bay Storm,139,Jacksonville Sharks,41,60,False,8132,5314
2014,Week 5,2014-04-12,REG,5,218,San Antonio Talons,145,Iowa Barnstormers,62,63,False,8763,5349
