season,current_week,date,game_type,week_num,away_team_id,away_team_name,home_team_id,home_team_name,away_team_score,home_team_score,is_overtime_game,attendance,game_id
1999,Preseason Week 1,1999-04-07,PRE,1,32,Florida Bobcats,42,Buffalo Destroyers,17,24,False,3750,856
1999,Preseason Week 1,1999-04-07,PRE,1,35,Portland Forest Dragons,25,San Jose SaberCats,55,33,False,,
1999,Preseason Week 1,1999-04-09,PRE,1,37,New Jersey Red Dogs,36,Nashville Kats,49,51,False,,
1999,Preseason Week 1,1999-04-09,PRE,1,43,New England SeaWolves,41,Houston ThunderBears,51,68,False,5999,
1999,Preseason Week 1,1999-04-09,PRE,1,10,Albany Firebirds,22,Milwaukee Mustangs,45,47,False,,
1999,Preseason Week 1,1999-04-10,PRE,1,13,Orlando Predators,12,Tampa Bay Storm,45,39,False,8262,
1999,Preseason Week 1,1999-04-10,PRE,1,21,Arizona Rattlers,23,Iowa Barnstormers,26,40,False,,
1999,Preseason Week 1,1999-04-10,PRE,1,40,Grand Rapids Rampage,35,Portland Forest Dragons,46,40,False,,
1999,Preseason Week 2,1999-04-14,PRE,2,25,San Jose SaberCats,21,Arizona Rattlers,41,64,False,,
1999,Preseason Week 2,1999-04-15,PRE,2,41,Houston ThunderBears,40,Grand Rapids Rampage,33,58,False,,
1999,Preseason Week 2,1999-04-15,PRE,2,37,New Jersey Red Dogs,22,Milwaukee Mustangs,35,41,False,,
1999,Preseason Week 2,1999-04-16,PRE,2,42,Buffalo Destroyers,13,Orlando Predators,34,35,False,11161,
1999,Preseason Week 2,1999-04-16,PRE,2,12,Tampa Bay Storm,32,Florida Bobcats,49,44,False,5817,
1999,Preseason Week 2,1999-04-16,PRE,2,43,New England SeaWolves,36,Nashville Kats,46,57,False,10342,
1999,Preseason Week 2,1999-04-17,PRE,2,10,Albany Firebirds,23,Iowa Barnstormers,39,60,False,6792,
1999,Week 1,1999-04-23,REG,1,43,New England SeaWolves,32,Florida Bobcats,45,43,False,4879,751
1999,Week 1,1999-04-23,REG,1,23,Iowa Barnstormers,41,Houston ThunderBears,69,36,False,3056,752
1999,Week 1,1999-04-23,REG,1,13,Orlando Predators,36,Nashville Kats,49,40,False,14621,753
1999,Week 1,1999-04-23,REG,1,22,Milwaukee Mustangs,35,Portland Forest Dragons,27,61,False,6157,754
1999,Week 1,1999-04-23,REG,1,37,New Jersey Red Dogs,21,Arizona Rattlers,54,62,False,13137,757
1999,Week 1,1999-04-24,REG,1,10,Albany Firebirds,12,Tampa Bay Storm,49,42,False,10436,755
1999,Week 1,1999-04-24,REG,1,25,San Jose SaberCats,40,Grand Rapids Rampage,54,53,False,10097,756
1999,Week 2,1999-04-29,REG,2,12,Tampa Bay Storm,22,Milwaukee Mustangs,49,42,False,13101,758
1999,Week 2,1999-04-30,REG,2,43,New England SeaWolves,42,Buffalo Destroyers,59,26,False,13214,760
1999,Week 2,1999-04-30,REG,2,25,San Jose SaberCats,32,Florida Bobcats,56,78,False,4370,761
1999,Week 2,1999-05-01,REG,2,40,Grand Rapids Rampage,41,Houston ThunderBears,68,65,False,1517,762
1999,Week 2,1999-05-01,REG,2,13,Orlando Predators,23,Iowa Barnstormers,47,64,False,9505,646
1999,Week 2,1999-05-01,REG,2,36,Nashville Kats,35,Portland Forest Dragons,37,31,False,7408,763
1999,Week 2,1999-05-02,REG,2,10,Albany Firebirds,37,New Jersey Red Dogs,51,52,False,8461,759
1999,Week 3,1999-05-07,REG,3,10,Albany Firebirds,43,New England SeaWolves,77,42,False,8869,764
1999,Week 3,1999-05-07,REG,3,37,New Jersey Red Dogs,42,Buffalo Destroyers,41,39,False,14600,765
1999,Week 3,1999-05-07,REG,3,41,Houston ThunderBears,13,Orlando Predators,49,67,False,13562,766
1999,Week 3,1999-05-07,REG,3,40,Grand Rapids Rampage,22,Milwaukee Mustangs,73,37,False,14403,767
1999,Week 3,1999-05-08,REG,3,23,Iowa Barnstormers,21,Arizona Rattlers,39,58,False,13964,768
1999,Week 3,1999-05-08,REG,3,35,Portland Forest Dragons,25,San Jose SaberCats,51,79,False,14795,769
1999,Week 3,1999-05-10,REG,3,32,Florida Bobcats,36,Nashville Kats,42,63,False,11562,770
1999,Week 4,1999-05-14,REG,4,23,Iowa Barnstormers,40,Grand Rapids Rampage,47,61,False,8619,771
1999,Week 4,1999-05-14,REG,4,43,New England SeaWolves,13,Orlando Predators,57,46,False,12413,772
1999,Week 4,1999-05-14,REG,4,22,Milwaukee Mustangs,41,Houston ThunderBears,61,75,False,3091,773
1999,Week 4,1999-05-15,REG,4,42,Buffalo Destroyers,10,Albany Firebirds,41,51,False,12011,774
1999,Week 4,1999-05-15,REG,4,32,Florida Bobcats,12,Tampa Bay Storm,12,43,False,9672,775
1999,Week 4,1999-05-15,REG,4,21,Arizona Rattlers,25,San Jose SaberCats,50,54,False,13782,776
1999,Week 4,1999-05-17,REG,4,37,New Jersey Red Dogs,35,Portland Forest Dragons,38,24,False,6791,777
1999,Week 5,1999-05-21,REG,5,42,Buffalo Destroyers,43,New England SeaWolves,22,36,False,6502,778
1999,Week 5,1999-05-22,REG,5,21,Arizona Rattlers,10,Albany Firebirds,54,59,False,10043,779
1999,Week 5,1999-05-22,REG,5,40,Grand Rapids Rampage,32,Florida Bobcats,36,39,False,6129,780
1999,Week 5,1999-05-22,REG,5,36,Nashville Kats,12,Tampa Bay Storm,34,41,False,8689,781
