season,current_week,date,game_type,week_num,away_team_id,away_team_name,home_team_id,home_team_name,away_team_score,home_team_score,is_overtime_game,attendance,game_id
2015,Week 1,2015-03-27,REG,1,131,Cleveland Gladiators,12,Tampa Bay Storm,60,44,False,9727,5377
2015,Week 1,2015-03-27,REG,1,219,Los Angeles KISS,220,Portland Thunder,37,42,False,7194,5386
2015,Week 1,2015-03-28,REG,1,139,Jacksonville Sharks,66,New Orleans VooDoo,50,51,False,3833,5395
2015,Week 1,2015-03-28,REG,1,149,Spokane Shock,21,Arizona Rattlers,43,60,False,9455,5404
2015,Week 1,2015-03-29,REG,1,99,Philadelphia Soul,13,Orlando Predators,70,63,False,12765,5413
2015,Week 1,2015-03-30,REG,1,25,San Jose SaberCats,225,Las Vegas Outlaws,59,41,False,9607,5422
2015,Week 2,2015-04-03,REG,2,13,Orlando Predators,139,Jacksonville Sharks,55,54,False,8741,5431
2015,Week 2,2015-04-03,REG,2,12,Tampa Bay Storm,220,Portland Thunder,54,48,False,5098,5387
2015,Week 2,2015-04-04,REG,2,131,Cleveland Gladiators,66,New Orleans VooDoo,70,42,False,3818,5396
2015,Week 2,2015-04-04,REG,2,99,Philadelphia Soul,149,Spokane Shock,54,43,False,8635,5440
2015,Week 2,2015-04-04,REG,2,21,Arizona Rattlers,225,Las Vegas Outlaws,53,70,False,7464,5423
2015,Week 2,2015-04-04,REG,2,219,Los Angeles KISS,25,San Jose SaberCats,28,54,False,10175,5449
2015,Week 3,2015-04-09,REG,3,149,Spokane Shock,220,Portland Thunder,43,47,False,5746,5388
2015,Week 3,2015-04-10,REG,3,25,San Jose SaberCats,12,Tampa Bay Storm,36,27,False,8588,5378
2015,Week 3,2015-04-11,REG,3,21,Arizona Rattlers,131,Cleveland Gladiators,49,41,False,12776,5458
2015,Week 3,2015-04-11,REG,3,13,Orlando Predators,66,New Orleans VooDoo,47,42,False,3206,5397
2015,Week 3,2015-04-11,REG,3,225,Las Vegas Outlaws,219,Los Angeles KISS,61,48,False,8565,5467
2015,Week 3,2015-04-12,REG,3,139,Jacksonville Sharks,99,Philadelphia Soul,52,63,False,9043,5475
2015,Week 4,2015-04-17,REG,4,66,New Orleans VooDoo,12,Tampa Bay Storm,13,42,False,9122,5379
2015,Week 4,2015-04-17,REG,4,25,San Jose SaberCats,139,Jacksonville Sharks,68,48,False,7596,5432
2015,Week 4,2015-04-18,REG,4,219,Los Angeles KISS,13,Orlando Predators,48,61,False,11218,5414
2015,Week 4,2015-04-18,REG,4,131,Cleveland Gladiators,99,Philadelphia Soul,48,63,False,10008,5476
2015,Week 4,2015-04-18,REG,4,220,Portland Thunder,21,Arizona Rattlers,47,65,False,8815,5405
2015,Week 5,2015-04-24,REG,5,12,Tampa Bay Storm,131,Cleveland Gladiators,54,62,False,11120,5459
2015,Week 5,2015-04-24,REG,5,225,Las Vegas Outlaws,139,Jacksonville Sharks,28,60,False,9682,5433
2015,Week 5,2015-04-25,REG,5,13,Orlando Predators,149,Spokane Shock,55,56,True,8906,5441
2015,Week 5,2015-04-25,REG,5,21,Arizona Rattlers,219,Los Angeles KISS,68,30,False,7900,5468
2015,Week 5,2015-04-25,REG,5,220,Portland Thunder,25,San Jose SaberCats,45,64,False,7125,5450
2015,Week 5,2015-04-26,REG,5,99,Philadelphia Soul,66,New Orleans VooDoo,55,42,False,3906,5398
2015,Week 6,2015-05-02,REG,6,220,Portland Thunder,99,Philadelphia Soul,35,52,False,7011,5477
