season,current_week,date,game_type,week_num,away_team_id,away_team_name,home_team_id,home_team_name,away_team_score,home_team_score,is_overtime_game,attendance,game_id
2017,Week 1,2017-04-07,REG,1,235,Baltimore Brigade,227,Washington Valor,38,51,False,15579,5584
2017,Week 1,2017-04-08,REG,1,12,Tampa Bay Storm,131,Cleveland Gladiators,46,40,False,12865,5585
2017,Week 2,2017-04-15,REG,2,99,Philadelphia Soul,12,Tampa Bay Storm,56,52,False,9071,5586
2017,Week 2,2017-04-16,REG,2,235,Baltimore Brigade,131,Cleveland Gladiators,52,49,False,5758,5587
2017,Week 3,2017-04-22,REG,3,99,Philadelphia Soul,227,Washington Valor,49,31,False,12122,5588
2017,Week 3,2017-04-22,REG,3,131,Cleveland Gladiators,12,Tampa Bay Storm,61,62,False,9119,5589
2017,Week 4,2017-04-28,REG,4,227,Washington Valor,131,Cleveland Gladiators,34,48,False,9223,5590
2017,Week 4,2017-04-29,REG,4,235,Baltimore Brigade,99,Philadelphia Soul,34,69,False,11833,5591
2017,Week 5,2017-05-06,REG,5,99,Philadelphia Soul,131,Cleveland Gladiators,69,67,False,10389,5592
2017,Week 5,2017-05-07,REG,5,12,Tampa Bay Storm,235,Baltimore Brigade,62,55,False,5915,5593
2017,Week 6,2017-05-13,REG,6,235,Baltimore Brigade,99,Philadelphia Soul,56,61,False,9857,5594
2017,Week 6,2017-05-13,REG,6,12,Tampa Bay Storm,227,Washington Valor,41,33,False,8420,5595
2017,Week 7,2017-05-20,REG,7,131,Cleveland Gladiators,99,Philadelphia Soul,46,64,False,7667,5596
2017,Week 7,2017-05-20,REG,7,227,Washington Valor,12,Tampa Bay Storm,47,53,False,9275,5597
2017,Week 8,2017-05-27,REG,8,99,Philadelphia Soul,227,Washington Valor,48,47,False,9873,5598
2017,Week 8,2017-05-27,REG,8,131,Cleveland Gladiators,235,Baltimore Brigade,60,63,False,5190,5599
2017,Week 9,2017-06-03,REG,9,235,Baltimore Brigade,12,Tampa Bay Storm,35,47,False,9880,5600
2017,Week 9,2017-06-03,REG,9,131,Cleveland Gladiators,227,Washington Valor,59,35,False,9901,5601
2017,Week 10,2017-06-10,REG,10,131,Cleveland Gladiators,99,Philadelphia Soul,49,59,False,10103,5602
2017,Week 10,2017-06-10,REG,10,227,Washington Valor,12,Tampa Bay Storm,57,58,False,9856,5603
2017,Week 11,2017-06-16,REG,11,235,Baltimore Brigade,131,Cleveland Gladiators,48,59,False,10877,5604
2017,Week 11,2017-06-17,REG,11,12,Tampa Bay Storm,99,Philadelphia Soul,41,62,False,9081,5605
2017,Week 12,2017-06-23,REG,12,227,Washington Valor,235,Baltimore Brigade,41,51,False,6095,5606
2017,Week 12,2017-06-24,REG,12,99,Philadelphia Soul,131,Cleveland Gladiators,59,28,False,10580,5607
2017,Week 13,2017-07-01,REG,13,227,Washington Valor,12,Tampa Bay Storm,51,55,False,9913,5608
2017,Week 14,2017-07-08,REG,14,99,Philadelphia Soul,235,Baltimore Brigade,42,49,False,5990,5609
2017,Week 14,2017-07-08,REG,14,12,Tampa Bay Storm,131,Cleveland Gladiators,39,41,False,11525,5610
2017,Week 15,2017-07-15,REG,15,227,Washington Valor,99,Philadelphia Soul,41,68,False,10149,5611
2017,Week 15,2017-07-15,REG,15,12,Tampa Bay Storm,235,Baltimore Brigade,69,56,False,5153,5612
2017,Week 16,2017-07-22,REG,16,235,Baltimore Brigade,227,Washington Valor,30,34,False,10266,5613
2017,Week 16,2017-07-22,REG,16,131,Cleveland Gladiators,12,Tampa Bay Storm,27,57,False,10567,5614
2017,Week 17,2017-07-29,REG,17,99,Philadelphia Soul,235,Baltimore Brigade,70,21,False,5327,5615
2017,Week 17,2017-07-29,REG,17,131,Cleveland Gladiators,227,Washington Valor,62,28,False,11127,5616
2017,Week 18,2017-08-04,REG,18,227,Washington Valor,235,Baltimore Brigade,41,35,False,6089,5617
2017,Week 18,2017-08-05,REG,18,12,Tampa Bay Storm,99,Philadelphia Soul,28,41,False,9071,5618
2017,Playoffs Week 1,2017-08-12,POST,1,235,Baltimore Brigade,99,Philadelphia Soul,54,69,False,9287,5620
2017,Playoffs Week 1,2017-08-14,POST,1,131,Cleveland Gladiators,12,Tampa Bay Storm,59,73,False,9621,5619
2017,ArenaBowl XXX,2017-08-26,POST,2,12,Tampa Bay Storm,99,Philadelphia Soul,40,44,False,13648,5621
