season,game_id,team_id,team_name,loc,opp_team_id,opp_team_name,team_score,opp_score,is_overtime_game,player_id,player_name,passing_comp,passing_att,passing_comp_pct,passing_yds,passing_td,passing_int,passing_ypa,passing_ypc,passing_nfl_qbr,passing_cfb_qbr,rushing_att,rushing_yds,rushing_avg,rushing_td,receiving_rec,receiving_yds,receiving_avg,receiving_td,defense_tackles_solo,defense_tackles_ast,defense_tackles_total,defnese_passes_defended,defense_sacks,defense_sack_yds,defense_forced_fumbles,defense_fumble_recoveries,defense_interceptions,defense_interception_yds,defense_interception_avg,defense_interception_tds,kicking_XPM,kicking_XPA,kicking_XP%,kicking_FGM,kicking_FGA,kicking_FG%,kicking_2pt_M,kicking_2pt_A,kicking_2pt%,kicking_4pt_M,kicking_4pt_A,kicking_4pt%,kick_return_ret,kick_return_yds,kick_return_avg,kick_return_td,missed_fg_return_ret,missed_fg_return_yds,missed_fg_return_avg,missed_fg_return_td
1999,877,Orlando_Predators-13,Orlando Predators,A,Albany_Firebirds-10,Albany Firebirds,48,59,False,Connell_Maynor-1029,Connell Maynor,19.0,30.0,0.6333333333333333,316.0,6.0,3.0,10.533333333333333,16.63157894736842,0,0,4.0,29.0,7.25,0.0,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1999,877,Albany_Firebirds-10,Albany Firebirds,H,Orlando_Predators-13,Orlando Predators,59,48,False,Mike_Pawlawski-1230,Mike Pawlawski,27.0,41.0,0.6585365853658537,347.0,7.0,2.0,8.463414634146341,12.851851851851851,0,0,1.0,-1.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,877,Orlando_Predators-13,Orlando Predators,A,Albany_Firebirds-10,Albany Firebirds,48,59,False,Rick_Hamilton-655,Rick Hamilton,,,,,,,,,,,6.0,33.0,5.5,0.0,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1999,877,Orlando_Predators-13,Orlando Predators,A,Albany_Firebirds-10,Albany Firebirds,48,59,False,Barry_Wagner-1637,Barry Wagner,,,,,,,,,,,2.0,0.0,0.0,0.0,8.0,109.0,13.625,2.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,,,,,,,,,,,,,5.0,79.0,15.8,0.0,0.0,0.0,,0.0
1999,877,Orlando_Predators-13,Orlando Predators,A,Albany_Firebirds-10,Albany Firebirds,48,59,False,Tommy_Dorsey-442,Tommy Dorsey,,,,,,,,,,,1.0,4.0,4.0,1.0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1999,877,Albany_Firebirds-10,Albany Firebirds,H,Orlando_Predators-13,Orlando Predators,59,48,False,Eddie_Brown-195,Eddie Brown,,,,,,,,,,,4.0,18.0,4.5,0.0,12.0,185.0,15.416666666666666,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
1999,877,Albany_Firebirds-10,Albany Firebirds,H,Orlando_Predators-13,Orlando Predators,59,48,False,Leroy_Thompson-1597,Leroy Thompson,,,,,,,,,,,2.0,12.0,6.0,0.0,,,,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1999,877,Albany_Firebirds-10,Albany Firebirds,H,Orlando_Predators-13,Orlando Predators,59,48,False,Jon_Krick-923,Jon Krick,,,,,,,,,,,2.0,5.0,2.5,1.0,1.0,6.0,6.0,1.0,1.0,2.0,3.0,0.0,0.5,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1999,877,Orlando_Predators-13,Orlando Predators,A,Albany_Firebirds-10,Albany Firebirds,48,59,False,Bret_Cooper-334,Bret Cooper,,,,,,,,,,,,,,,5.0,48.0,9.6,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1999,877,Orlando_Predators-13,Orlando Predators,A,Albany_Firebirds-10,Albany Firebirds,48,59,False,Jack_Jackson-2106,Jack Jackson,,,,,,,,,,,,,,,3.0,106.0,35.333333333333336,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
