season,game_id,team_id,team_name,loc,opp_team_id,opp_team_name,team_score,opp_score,is_overtime_game,player_id,player_name,passing_comp,passing_att,passing_comp_pct,passing_yds,passing_td,passing_int,passing_ypa,passing_ypc,passing_nfl_qbr,passing_cfb_qbr,rushing_att,rushing_yds,rushing_avg,rushing_td,receiving_rec,receiving_yds,receiving_avg,receiving_td,defense_tackles_solo,defense_tackles_ast,defense_tackles_total,defnese_passes_defended,defense_sacks,defense_sack_yds,defense_forced_fumbles,defense_fumble_recoveries,defense_interceptions,defense_interception_yds,defense_interception_avg,defense_interception_tds,kicking_XPM,kicking_XPA,kicking_XP%,kicking_FGM,kicking_FGA,kicking_FG%,kicking_2pt_M,kicking_2pt_A,kicking_2pt%,kicking_4pt_M,kicking_4pt_A,kicking_4pt%,kick_return_ret,kick_return_yds,kick_return_avg,kick_return_td,missed_fg_return_ret,missed_fg_return_yds,missed_fg_return_avg,missed_fg_return_td
2019,5652,Washington_Valor-227,Washington Valor,A,Baltimore_Brigade-235,Baltimore Brigade,51,59,False,Arvell_Nelson-12579,Arvell Nelson,27.0,41.0,0.6585365853658537,391.0,8.0,2.0,9.536585365853659,14.481481481481481,0,0,2.0,11.0,5.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,5652,Baltimore_Brigade-235,Baltimore Brigade,H,Washington_Valor-227,Washington Valor,59,51,False,Shane_Boyd-12278,Shane Boyd,19.0,24.0,0.7916666666666666,232.0,6.0,0.0,9.666666666666666,12.210526315789474,0,0,1.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,5652,Baltimore_Brigade-235,Baltimore Brigade,H,Washington_Valor-227,Washington Valor,59,51,False,Rory_Nixon-13033,Rory Nixon,,,,,,,,,,,4.0,9.0,2.25,2.0,1.0,6.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,5652,Washington_Valor-227,Washington Valor,A,Baltimore_Brigade-235,Baltimore Brigade,51,59,False,Dezmon_Epps-13647,Dezmon Epps,,,,,,,,,,,,,,,9.0,201.0,22.333333333333332,4.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,10.0,3.3333333333333335,0.0,0.0,0.0,,0.0
2019,5652,Washington_Valor-227,Washington Valor,A,Baltimore_Brigade-235,Baltimore Brigade,51,59,False,Jared_Dangerfield-13614,Jared Dangerfield,,,,,,,,,,,,,,,7.0,63.0,9.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2019,5652,Washington_Valor-227,Washington Valor,A,Baltimore_Brigade-235,Baltimore Brigade,51,59,False,Josh_Reese-13548,Josh Reese,,,,,,,,,,,,,,,7.0,87.0,12.428571428571429,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,5652,Washington_Valor-227,Washington Valor,A,Baltimore_Brigade-235,Baltimore Brigade,51,59,False,Reggie_Gray-10789,Reggie Gray,,,,,,,,,,,,,,,2.0,22.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,36.0,12.0,0.0,0.0,0.0,,0.0
2019,5652,Washington_Valor-227,Washington Valor,A,Baltimore_Brigade-235,Baltimore Brigade,51,59,False,Phillip_Barnett-13284,Phillip Barnett,,,,,,,,,,,,,,,2.0,18.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,5652,Baltimore_Brigade-235,Baltimore Brigade,H,Washington_Valor-227,Washington Valor,59,51,False,Joe_Hills-12000,Joe Hills,,,,,,,,,,,,,,,6.0,64.0,10.666666666666666,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,5652,Baltimore_Brigade-235,Baltimore Brigade,H,Washington_Valor-227,Washington Valor,59,51,False,Brandon_Thompkins-11918,Brandon Thompkins,,,,,,,,,,,,,,,5.0,58.0,11.6,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,5.0,140.0,28.0,0.0,0.0,0.0,,0.0
2019,5652,Baltimore_Brigade-235,Baltimore Brigade,H,Washington_Valor-227,Washington Valor,59,51,False,Milton_Williams-13563,Milton Williams,,,,,,,,,,,,,,,4.0,82.0,20.5,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2019,5652,Baltimore_Brigade-235,Baltimore Brigade,H,Washington_Valor-227,Washington Valor,59,51,False,Brandon_Collins-13252,Brandon Collins,,,,,,,,,,,,,,,3.0,22.0,7.333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,5652,Washington_Valor-227,Washington Valor,A,Baltimore_Brigade-235,Baltimore Brigade,51,59,False,Alvin_Ray_Jackson-11207,Alvin Ray Jackson,,,,,,,,,,,,,,,,,,,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2019,5652,Washington_Valor-227,Washington Valor,A,Baltimore_Brigade-235,Baltimore Brigade,51,59,False,Fred_Obi-13296,Fred Obi,,,,,,,,,,,,,,,,,,,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2019,5652,Washington_Valor-227,Washington Valor,A,Baltimore_Brigade-235,Baltimore Brigade,51,59,False,Svante_Davenport-13620,Svante Davenport,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2019,5652,Washington_Valor-227,Washington Valor,A,Baltimore_Brigade-235,Baltimore Brigade,51,59,False,Oshay_Dunmore-13581,Oshay Dunmore,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2019,5652,Washington_Valor-227,Washington Valor,A,Baltimore_Brigade-235,Baltimore Brigade,51,59,False,Marrio_Norman-12050,Marrio Norman,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2019,5652,Washington_Valor-227,Washington Valor,A,Baltimore_Brigade-235,Baltimore Brigade,51,59,False,Patrick_Clarke-13470,Patrick Clarke,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,7.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2019,5652,Washington_Valor-227,Washington Valor,A,Baltimore_Brigade-235,Baltimore Brigade,51,59,False,Leon_Mackey-13158,Leon Mackey,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2019,5652,Washington_Valor-227,Washington Valor,A,Baltimore_Brigade-235,Baltimore Brigade,51,59,False,Anthony_Parker-12523,Anthony Parker,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2019,5652,Washington_Valor-227,Washington Valor,A,Baltimore_Brigade-235,Baltimore Brigade,51,59,False,James_Gordon-13345,James Gordon,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2019,5652,Washington_Valor-227,Washington Valor,A,Baltimore_Brigade-235,Baltimore Brigade,51,59,False,Siosifa_Tufunga-13568,Siosifa Tufunga,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
