season,game_id,team_id,team_name,loc,opp_team_id,opp_team_name,team_score,opp_score,is_overtime_game,player_id,player_name,passing_comp,passing_att,passing_comp_pct,passing_yds,passing_td,passing_int,passing_ypa,passing_ypc,passing_nfl_qbr,passing_cfb_qbr,rushing_att,rushing_yds,rushing_avg,rushing_td,receiving_rec,receiving_yds,receiving_avg,receiving_td,defense_tackles_solo,defense_tackles_ast,defense_tackles_total,defnese_passes_defended,defense_sacks,defense_sack_yds,defense_forced_fumbles,defense_fumble_recoveries,defense_interceptions,defense_interception_yds,defense_interception_avg,defense_interception_tds,kicking_XPM,kicking_XPA,kicking_XP%,kicking_FGM,kicking_FGA,kicking_FG%,kicking_2pt_M,kicking_2pt_A,kicking_2pt%,kicking_4pt_M,kicking_4pt_A,kicking_4pt%,kick_return_ret,kick_return_yds,kick_return_avg,kick_return_td,missed_fg_return_ret,missed_fg_return_yds,missed_fg_return_avg,missed_fg_return_td
2004,2380,San_Jose_SaberCats-25,San Jose SaberCats,A,Detroit_Fury-46,Detroit Fury,58,43,False,Mark_Grieb-620,Mark Grieb,15.0,19.0,0.7894736842105263,148.0,2.0,0.0,7.7894736842105265,9.866666666666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2380,San_Jose_SaberCats-25,San Jose SaberCats,A,Detroit_Fury-46,Detroit Fury,58,43,False,James_Roe-2311,James Roe,1.0,1.0,1.0,5.0,1.0,0.0,5.0,5.0,0,0,,,,,5.0,43.0,8.6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2380,Detroit_Fury-46,Detroit Fury,H,San_Jose_SaberCats-25,San Jose SaberCats,43,58,False,Andy_Kelly-889,Andy Kelly,23.0,48.0,0.4791666666666667,217.0,4.0,2.0,4.520833333333333,9.434782608695652,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2380,San_Jose_SaberCats-25,San Jose SaberCats,A,Detroit_Fury-46,Detroit Fury,58,43,False,Matt_Kinsinger-2642,Matt Kinsinger,,,,,,,,,,,5.0,14.0,2.8,1.0,,,,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2004,2380,San_Jose_SaberCats-25,San Jose SaberCats,A,Detroit_Fury-46,Detroit Fury,58,43,False,Barry_Wagner-1637,Barry Wagner,,,,,,,,,,,4.0,5.0,1.25,1.0,2.0,18.0,9.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2004,2380,San_Jose_SaberCats-25,San Jose SaberCats,A,Detroit_Fury-46,Detroit Fury,58,43,False,Kevin_Buck-3226,Kevin Buck,,,,,,,,,,,3.0,20.0,6.666666666666667,2.0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2004,2380,San_Jose_SaberCats-25,San Jose SaberCats,A,Detroit_Fury-46,Detroit Fury,58,43,False,Rashied_Davis-3138,Rashied Davis,,,,,,,,,,,1.0,-1.0,-1.0,0.0,1.0,6.0,6.0,0.0,2.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,5.0,127.0,25.4,0.0,0.0,0.0,,0.0
2004,2380,Detroit_Fury-46,Detroit Fury,H,San_Jose_SaberCats-25,San Jose SaberCats,43,58,False,Dawan_Moss-3863,Dawan Moss,,,,,,,,,,,3.0,12.0,4.0,1.0,,,,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2004,2380,Detroit_Fury-46,Detroit Fury,H,San_Jose_SaberCats-25,San Jose SaberCats,43,58,False,Cameron_Chance-3182,Cameron Chance,,,,,,,,,,,2.0,8.0,4.0,1.0,,,,,2.0,2.0,4.0,0.0,1.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2004,2380,Detroit_Fury-46,Detroit Fury,H,San_Jose_SaberCats-25,San Jose SaberCats,43,58,False,Jeff_Russell-1390,Jeff Russell,,,,,,,,,,,1.0,0.0,0.0,0.0,4.0,42.0,10.5,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
