season,game_id,team_id,team_name,loc,opp_team_id,opp_team_name,team_score,opp_score,is_overtime_game,player_id,player_name,passing_comp,passing_att,passing_comp_pct,passing_yds,passing_td,passing_int,passing_ypa,passing_ypc,passing_nfl_qbr,passing_cfb_qbr,rushing_att,rushing_yds,rushing_avg,rushing_td,receiving_rec,receiving_yds,receiving_avg,receiving_td,defense_tackles_solo,defense_tackles_ast,defense_tackles_total,defnese_passes_defended,defense_sacks,defense_sack_yds,defense_forced_fumbles,defense_fumble_recoveries,defense_interceptions,defense_interception_yds,defense_interception_avg,defense_interception_tds,kicking_XPM,kicking_XPA,kicking_XP%,kicking_FGM,kicking_FGA,kicking_FG%,kicking_2pt_M,kicking_2pt_A,kicking_2pt%,kicking_4pt_M,kicking_4pt_A,kicking_4pt%,kick_return_ret,kick_return_yds,kick_return_avg,kick_return_td,missed_fg_return_ret,missed_fg_return_yds,missed_fg_return_avg,missed_fg_return_td
1995,429,Orlando_Predators-13,Orlando Predators,A,Tampa_Bay_Storm-12,Tampa Bay Storm,35,48,False,Pat_O_Hara-1186,Pat O`Hara,18.0,32.0,0.5625,199.0,2.0,2.0,6.21875,11.055555555555555,0,0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,429,Tampa_Bay_Storm-12,Tampa Bay Storm,H,Orlando_Predators-13,Orlando Predators,48,35,False,Jay_Gruden-626,Jay Gruden,18.0,30.0,0.6,209.0,4.0,2.0,6.966666666666667,11.61111111111111,0,0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,429,Orlando_Predators-13,Orlando Predators,A,Tampa_Bay_Storm-12,Tampa Bay Storm,35,48,False,Flint_Fleming-512,Flint Fleming,,,,,,,,,,,3.0,24.0,8.0,1.0,,,,,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1995,429,Orlando_Predators-13,Orlando Predators,A,Tampa_Bay_Storm-12,Tampa Bay Storm,35,48,False,Barry_Wagner-1637,Barry Wagner,,,,,,,,,,,2.0,7.0,3.5,1.0,7.0,75.0,10.714285714285714,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,11.0,5.5,0.0,,,,,,,,,,,,,0.0,0.0,,0.0,1.0,3.0,3.0,1.0
1995,429,Orlando_Predators-13,Orlando Predators,A,Tampa_Bay_Storm-12,Tampa Bay Storm,35,48,False,Jerry_Odom-1185,Jerry Odom,,,,,,,,,,,2.0,-1.0,-0.5,0.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1995,429,Tampa_Bay_Storm-12,Tampa Bay Storm,H,Orlando_Predators-13,Orlando Predators,48,35,False,Tony_Jones-874,Tony Jones,,,,,,,,,,,6.0,4.0,0.6666666666666666,0.0,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1995,429,Tampa_Bay_Storm-12,Tampa Bay Storm,H,Orlando_Predators-13,Orlando Predators,48,35,False,Cedric_McKinnon-1064,Cedric McKinnon,,,,,,,,,,,3.0,6.0,2.0,0.0,,,,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1995,429,Orlando_Predators-13,Orlando Predators,A,Tampa_Bay_Storm-12,Tampa Bay Storm,35,48,False,Alex_Shell-1449,Alex Shell,,,,,,,,,,,,,,,5.0,68.0,13.6,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1995,429,Orlando_Predators-13,Orlando Predators,A,Tampa_Bay_Storm-12,Tampa Bay Storm,35,48,False,Eric_Wright-1761,Eric Wright,,,,,,,,,,,,,,,5.0,52.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,
1995,429,Tampa_Bay_Storm-12,Tampa Bay Storm,H,Orlando_Predators-13,Orlando Predators,48,35,False,Stevie_Thomas-1590,Stevie Thomas,,,,,,,,,,,,,,,7.0,127.0,18.142857142857142,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
